user_id,contest_id,origin,created_at,problem_appeared_at,response_submitted_at,score,qscore,labeling_state,chosen_answer,correct_answer,qualified,accuracy
19769,996,ISIC_0046851.jpg,2020-05-19,2020-05-19 10:31:42.973000+00:00,2020-05-19 10:31:44.854000+00:00,100,73,gold_standard,{'no'},{'no'},True,0.73
19769,996,ISIC_0046607.jpg,2020-05-19,2020-05-19 10:31:48.243000+00:00,2020-05-19 10:31:50.752000+00:00,0,67,gold_standard,{'no'},{'yes'},True,0.67
19769,996,ISIC_0016139.jpg,2020-05-19,2020-05-19 10:32:03.887000+00:00,2020-05-19 10:32:07.367000+00:00,100,69,gold_standard,{'no'},{'no'},True,0.69
19769,996,ISIC_0016092.jpg,2020-05-19,2020-05-19 10:32:08.226000+00:00,2020-05-19 10:32:09.683000+00:00,100,71,gold_standard,{'no'},{'no'},True,0.71
19769,996,ISIC_0046852.jpg,2020-05-19,2020-05-19 10:32:21.109999+00:00,2020-05-19 10:32:23.030999+00:00,0,67,gold_standard,{'no'},{'yes'},True,0.67
19769,996,ISIC_0046865.jpg,2020-05-19,2020-05-19 10:32:28.265000+00:00,2020-05-19 10:32:30.203000+00:00,100,67,active,{'no'},,True,0.67
19769,996,ISIC_0046324.jpg,2020-05-19,2020-05-19 10:32:31.025000+00:00,2020-05-19 10:32:32.379000+00:00,100,69,gold_standard,{'yes'},{'yes'},True,0.69
19769,996,ISIC_0046700.jpg,2020-05-19,2020-05-19 10:32:45.139000+00:00,2020-05-19 10:32:46.700000+00:00,100,71,gold_standard,{'no'},{'no'},True,0.71
19769,996,ISIC_0046684.jpg,2020-05-19,2020-05-19 10:32:47.954999+00:00,2020-05-19 10:32:49.637000+00:00,100,72,gold_standard,{'yes'},{'yes'},True,0.72
19769,996,ISIC_0016127.jpg,2020-05-19,2020-05-19 10:32:59.961999+00:00,2020-05-19 10:33:02.887000+00:00,0,68,gold_standard,{'yes'},{'no'},True,0.68
19769,996,ISIC_0021221.jpg,2020-05-19,2020-05-19 10:33:09.275000+00:00,2020-05-19 10:33:15.355000+00:00,100,70,gold_standard,{'no'},{'no'},True,0.7
19769,996,ISIC_0046597.jpg,2020-05-19,2020-05-19 10:33:16.299000+00:00,2020-05-19 10:33:17.969000+00:00,100,71,gold_standard,{'no'},{'no'},True,0.71
19769,996,ISIC_0046789.jpg,2020-05-19,2020-05-19 10:35:34.246000+00:00,2020-05-19 10:35:36.477000+00:00,100,73,gold_standard,{'no'},{'no'},True,0.73
19769,996,ISIC_0046261.jpg,2020-05-19,2020-05-19 10:35:37.398000+00:00,2020-05-19 10:35:39.846000+00:00,100,73,qa,{'yes'},{'no'},True,0.73
19769,996,ISIC_0046336.jpg,2020-05-19,2020-05-19 10:35:43.319000+00:00,2020-05-19 10:35:44.819999+00:00,100,74,gold_standard,{'no'},{'no'},True,0.74
19769,996,ISIC_0046917.jpg,2020-05-19,2020-05-19 10:35:45.575000+00:00,2020-05-19 10:35:48.914000+00:00,100,75,gold_standard,{'yes'},{'yes'},True,0.75
19769,996,ISIC_0046548.jpg,2020-05-19,2020-05-19 10:35:53.430000+00:00,2020-05-19 10:36:03.377000+00:00,100,75,qa,{'no'},{'yes'},True,0.75
19769,996,ISIC_0046626.jpg,2020-05-19,2020-05-19 10:36:04.915999+00:00,2020-05-19 10:36:06.556999+00:00,100,75,active,{'no'},,True,0.75
19769,996,ISIC_0046903.jpg,2020-05-19,2020-05-19 10:36:16.709000+00:00,2020-05-19 10:36:19.838000+00:00,100,76,gold_standard,{'no'},{'no'},True,0.76
19769,996,ISIC_0046361.jpg,2020-05-19,2020-05-19 10:36:26.398000+00:00,2020-05-19 10:36:45.872000+00:00,100,77,gold_standard,{'no'},{'no'},True,0.77
19769,996,ISIC_0021271.jpg,2020-05-19,2020-05-19 10:36:46.835000+00:00,2020-05-19 10:36:47.717999+00:00,100,78,gold_standard,{'yes'},{'yes'},True,0.78
19769,996,ISIC_0046571.jpg,2020-05-19,2020-05-19 10:36:52.888000+00:00,2020-05-19 10:36:54.951999+00:00,100,79,gold_standard,{'no'},{'no'},True,0.79
19769,996,ISIC_0046828.jpg,2020-05-19,2020-05-19 10:37:02.783000+00:00,2020-05-19 10:37:06.938000+00:00,0,76,gold_standard,{'no'},{'yes'},True,0.76
19769,996,ISIC_0046949.jpg,2020-05-19,2020-05-19 10:37:17.586999+00:00,2020-05-19 10:37:20.384000+00:00,100,77,gold_standard,{'no'},{'no'},True,0.77
19769,996,ISIC_0016143.jpg,2020-05-19,2020-05-19 10:37:46.244999+00:00,2020-05-19 10:37:48.298000+00:00,100,77,gold_standard,{'no'},{'no'},True,0.77
