user_id,contest_id,origin,created_at,problem_appeared_at,response_submitted_at,score,qscore,labeling_state,chosen_answer,correct_answer,qualified,accuracy
21682,1001,ISIC_0046744.jpg,2020-05-22,2020-05-22 17:32:34.631000+00:00,2020-05-22 17:32:36.734999+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0023588.jpg,2020-05-22,2020-05-22 17:34:36.142000+00:00,2020-05-22 17:34:37.272000+00:00,100,100,qa,{'yes'},{'yes'},True,1.0
21682,1001,ISIC_0046641.jpg,2020-05-22,2020-05-22 17:34:38.007999+00:00,2020-05-22 17:35:20.971000+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0016084.jpg,2020-05-22,2020-05-22 17:45:55.183000+00:00,2020-05-22 17:46:02.122999+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0046537.jpg,2020-05-22,2020-05-22 17:46:05.016000+00:00,2020-05-22 17:46:05.944000+00:00,100,100,qa,{'yes'},{'yes'},True,1.0
21682,1001,ISIC_0046773.jpg,2020-05-22,2020-05-22 17:46:06.539000+00:00,2020-05-22 17:46:09.427000+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0046967.jpg,2020-05-22,2020-05-22 17:46:35.379000+00:00,2020-05-22 17:46:36.418999+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0047004.jpg,2020-05-22,2020-05-22 17:46:37.155000+00:00,2020-05-22 17:46:40.365000+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0016112.jpg,2020-05-22,2020-05-22 17:46:48.503000+00:00,2020-05-22 17:46:51.532000+00:00,100,100,gold_standard,{'no'},{'no'},True,1.0
21682,1001,ISIC_0046317.jpg,2020-05-22,2020-05-22 17:46:56.299000+00:00,2020-05-22 17:47:00.996000+00:00,100,100,gold_standard,{'yes'},{'yes'},True,1.0
21682,1001,ISIC_0046340.jpg,2020-05-22,2020-05-22 17:47:01.766000+00:00,2020-05-22 17:47:02.459000+00:00,100,100,gold_standard,{'yes'},{'yes'},True,1.0
21682,1001,ISIC_0046334.jpg,2020-05-22,2020-05-22 17:47:08.487999+00:00,2020-05-22 17:47:13.332000+00:00,100,100,gold_standard,{'yes'},{'yes'},True,1.0
7884,1001,ISIC_0046983.jpg,2020-05-22,2020-05-22 17:57:39.517000+00:00,2020-05-22 17:57:41.256000+00:00,100,60,gold_standard,{'yes'},{'yes'},True,0.6
7884,1001,ISIC_0046662.jpg,2020-05-22,2020-05-22 17:57:43.762000+00:00,2020-05-22 17:57:44.451000+00:00,100,58,gold_standard,{'yes'},{'yes'},True,0.58
7884,1001,ISIC_0046394.jpg,2020-05-22,2020-05-22 17:57:46.572000+00:00,2020-05-22 17:57:47.188000+00:00,100,58,qa,{'yes'},{'yes'},True,0.58
7884,1001,ISIC_0046334.jpg,2020-05-22,2020-05-22 17:57:51.858000+00:00,2020-05-22 17:57:52.821000+00:00,100,62,gold_standard,{'yes'},{'yes'},True,0.62
7884,1001,ISIC_0046667.jpg,2020-05-22,2020-05-22 17:57:56.865999+00:00,2020-05-22 17:58:01.858000+00:00,100,64,gold_standard,{'yes'},{'yes'},True,0.64
7884,1001,ISIC_0046405.jpg,2020-05-22,2020-05-22 17:58:04.585000+00:00,2020-05-22 17:58:07.641000+00:00,100,67,qa,{'yes'},{'no'},True,0.67
7884,1001,ISIC_0046495.jpg,2020-05-22,2020-05-22 17:58:08.635000+00:00,2020-05-22 17:58:10.102000+00:00,100,67,qa,{'yes'},{'no'},True,0.67
7884,1001,ISIC_0047002.jpg,2020-05-22,2020-05-22 17:58:12.233000+00:00,2020-05-22 17:58:14.448000+00:00,0,63,gold_standard,{'no'},{'yes'},True,0.63
7884,1001,ISIC_0046943.jpg,2020-05-22,2020-05-22 17:58:16.671000+00:00,2020-05-22 17:58:17.823000+00:00,0,59,gold_standard,{'yes'},{'no'},True,0.59
7884,1001,ISIC_0016168.jpg,2020-05-22,2020-05-22 17:58:21.641000+00:00,2020-05-22 17:58:22.421000+00:00,100,61,gold_standard,{'yes'},{'yes'},True,0.61
7884,1001,ISIC_0046597.jpg,2020-05-22,2020-05-22 17:58:26.164000+00:00,2020-05-22 17:58:26.841000+00:00,0,55,gold_standard,{'yes'},{'no'},True,0.55
7884,1001,ISIC_0046937.jpg,2020-05-22,2020-05-22 17:58:27.459000+00:00,2020-05-22 17:58:28.158999+00:00,0,52,gold_standard,{'yes'},{'no'},True,0.52
