user_id,contest_id,origin,created_at,problem_appeared_at,response_submitted_at,score,qscore,labeling_state,chosen_answer,correct_answer,qualified,accuracy
38115,1008,ISIC_0046394.jpg,2020-05-26,2020-05-26 16:28:40.892999+00:00,2020-05-26 16:28:42.433000+00:00,100,70,gold_standard,{'yes'},{'yes'},True,0.7
38115,1008,ISIC_0046618.jpg,2020-05-26,2020-05-26 16:28:50.191000+00:00,2020-05-26 16:28:52.671000+00:00,100,75,gold_standard,{'no'},{'no'},True,0.75
38115,1008,ISIC_0016143.jpg,2020-05-26,2020-05-26 16:29:11.915000+00:00,2020-05-26 16:29:14.592999+00:00,100,77,gold_standard,{'no'},{'no'},True,0.77
38115,1008,ISIC_0046955.jpg,2020-05-26,2020-05-26 16:29:15.389000+00:00,2020-05-26 16:29:18.951999+00:00,100,79,gold_standard,{'yes'},{'yes'},True,0.79
15755,1008,ISIC_0021271.jpg,2020-05-26,2020-05-26 16:29:23.918000+00:00,2020-05-26 16:29:24.668999+00:00,100,90,gold_standard,{'yes'},{'yes'},True,0.9
15755,1008,ISIC_0021901.jpg,2020-05-26,2020-05-26 16:29:25.334000+00:00,2020-05-26 16:29:26.006000+00:00,100,91,gold_standard,{'yes'},{'yes'},True,0.91
15755,1008,ISIC_0016162.jpg,2020-05-26,2020-05-26 16:29:26.556999+00:00,2020-05-26 16:29:27.359999+00:00,100,91,active,{'yes'},,True,0.91
15755,1008,ISIC_0046664.jpg,2020-05-26,2020-05-26 16:29:27.864000+00:00,2020-05-26 16:29:28.528000+00:00,100,92,gold_standard,{'yes'},{'yes'},True,0.92
38115,1008,ISIC_0046918.jpg,2020-05-26,2020-05-26 16:29:29.815000+00:00,2020-05-26 16:29:31.309000+00:00,100,79,active,{'no'},,True,0.79
38115,1008,ISIC_0016081.jpg,2020-05-26,2020-05-26 16:29:32.802000+00:00,2020-05-26 16:29:34.546999+00:00,100,80,gold_standard,{'yes'},{'yes'},True,0.8
15755,1008,ISIC_0046965.jpg,2020-05-26,2020-05-26 16:29:35.471000+00:00,2020-05-26 16:29:37.316999+00:00,100,92,active,{'yes'},,True,0.92
