user_id,contest_id,origin,created_at,problem_appeared_at,response_submitted_at,score,qscore,labeling_state,chosen_answer,correct_answer,qualified,accuracy
38012,1009,ISIC_0046331.jpg,2020-05-27,2020-05-27 12:22:23.234999+00:00,2020-05-27 12:22:24.430000+00:00,0,60,gold_standard,{'yes'},{'no'},True,0.6
38012,1009,ISIC_0016094.jpg,2020-05-27,2020-05-27 12:22:31.685000+00:00,2020-05-27 12:22:34.795000+00:00,100,64,gold_standard,{'yes'},{'yes'},True,0.64
38012,1009,ISIC_0046471.jpg,2020-05-27,2020-05-27 12:22:39.138000+00:00,2020-05-27 12:22:40.548000+00:00,100,64,active,{'no'},,True,0.64
38012,1009,ISIC_0046608.jpg,2020-05-27,2020-05-27 12:22:55.115000+00:00,2020-05-27 12:22:59.071000+00:00,0,58,gold_standard,{'yes'},{'no'},True,0.58
38012,1009,ISIC_0046597.jpg,2020-05-27,2020-05-27 12:23:08.381000+00:00,2020-05-27 12:23:09.520999+00:00,100,58,active,{'no'},,True,0.58
38012,1009,ISIC_0046383.jpg,2020-05-27,2020-05-27 12:23:11.838000+00:00,2020-05-27 12:23:15.707000+00:00,0,54,gold_standard,{'yes'},{'no'},True,0.54
38012,1009,ISIC_0046345.jpg,2020-05-27,2020-05-27 12:23:24.535000+00:00,2020-05-27 12:23:26.183000+00:00,100,54,active,{'yes'},,True,0.54
38012,1009,ISIC_0046591.jpg,2020-05-27,2020-05-27 12:23:26.956000+00:00,2020-05-27 12:23:27.810000+00:00,100,57,gold_standard,{'yes'},{'yes'},True,0.57
38012,1009,ISIC_0046937.jpg,2020-05-27,2020-05-27 12:23:31.102000+00:00,2020-05-27 12:23:32.928999+00:00,100,57,qa,{'no'},{'no'},True,0.57
38012,1009,ISIC_0046861.jpg,2020-05-27,2020-05-27 12:23:33.671000+00:00,2020-05-27 12:23:36.879000+00:00,100,60,gold_standard,{'yes'},{'yes'},True,0.6
38012,1009,ISIC_0022328.jpg,2020-05-27,2020-05-27 12:23:38.019000+00:00,2020-05-27 12:23:39.697000+00:00,100,63,gold_standard,{'yes'},{'yes'},True,0.63
38012,1009,ISIC_0046681.jpg,2020-05-27,2020-05-27 12:23:40.487999+00:00,2020-05-27 12:23:41.993000+00:00,100,63,active,{'no'},,True,0.63
38012,1009,ISIC_0023252.jpg,2020-05-27,2020-05-27 12:24:02.433000+00:00,2020-05-27 12:25:08.668000+00:00,0,61,gold_standard,{'yes'},{'no'},True,0.61
