user_id,contest_id,origin,problem_appeared_at,response_submitted_at,score,chosen_answer,qualified,accuracy
49970,1501,ISIC_0047033.jpg,2020-11-06 15:23:30.352999+00:00,2020-11-06 15:23:31.602000+00:00,100,{'no'},True,0.01
54292,1501,ISIC_0047033.jpg,2020-12-30 15:58:09.220000+00:00,2020-12-30 15:58:11.993000+00:00,100,{'yes'},True,0.01
66597,1501,ISIC_0047033.jpg,2021-02-03 20:59:20.504000+00:00,2021-02-03 20:59:23.391000+00:00,100,{'no'},True,0.01
66542,1501,ISIC_0047033.jpg,2021-02-05 08:20:51.171000+00:00,2021-02-05 08:20:56.364000+00:00,100,{'no'},True,0.01
49970,1501,ISIC_0046937.jpg,2020-11-06 15:27:02.424000+00:00,2020-11-06 15:27:03.477000+00:00,100,{'no'},True,0.01
54292,1501,ISIC_0046937.jpg,2020-12-30 16:00:38.385000+00:00,2020-12-30 16:00:42.336000+00:00,100,{'no'},True,0.01
66597,1501,ISIC_0046937.jpg,2021-02-03 21:53:11.553000+00:00,2021-02-03 21:53:12.852999+00:00,100,{'no'},True,0.01
66597,1501,ISIC_0046937.jpg,2021-02-03 21:53:49.744999+00:00,2021-02-03 21:53:50.836000+00:00,100,{'no'},True,0.01
66542,1501,ISIC_0046937.jpg,2021-02-05 08:38:25.950000+00:00,2021-02-05 08:38:27.273999+00:00,100,{'no'},True,0.01
49970,1501,ISIC_0046969.jpg,2020-11-06 15:22:37.076999+00:00,2020-11-06 15:22:38.688000+00:00,100,{'no'},True,0.01
54292,1501,ISIC_0046969.jpg,2020-12-30 15:58:20.984000+00:00,2020-12-30 15:58:25.359000+00:00,100,{'no'},True,0.01
66597,1501,ISIC_0046969.jpg,2021-02-03 20:58:42.578000+00:00,2021-02-03 20:58:43.801000+00:00,100,{'no'},True,0.01
66542,1501,ISIC_0046969.jpg,2021-02-05 08:18:39.204999+00:00,2021-02-05 08:18:45.102000+00:00,100,{'no'},True,0.01
49970,1501,ISIC_0047002.jpg,2020-11-06 15:23:15.594000+00:00,2020-11-06 15:23:18.157000+00:00,100,{'no'},True,0.01
