user_id,contest_id,origin,problem_appeared_at,response_submitted_at,score,chosen_answer,qualified,accuracy
49970,1499,ISIC_0047033.jpg,2020-11-17 00:42:46.974000+00:00,2020-11-17 00:42:48.660000+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0047033.jpg,2020-12-30 17:02:57.083000+00:00,2020-12-30 17:03:00.191000+00:00,100,{'no'},True,0.01
66542,1499,ISIC_0047033.jpg,2021-02-03 14:28:48.105000+00:00,2021-02-03 14:28:49.440000+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0047033.jpg,2021-02-05 03:42:25.839000+00:00,2021-02-05 03:42:33.494000+00:00,100,{'yes'},True,0.01
50219,1499,ISIC_0047033.jpg,2021-03-02 18:52:44.389000+00:00,2021-03-02 18:52:45.444999+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0047033.jpg,2021-03-02 22:01:46.456000+00:00,2021-03-02 22:01:47.249000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046937.jpg,2020-11-16 23:55:00.839999+00:00,2020-11-16 23:55:01.943000+00:00,100,{'yes'},True,0.01
54292,1499,ISIC_0046937.jpg,2020-12-30 14:33:11.862999+00:00,2020-12-30 14:33:14.477000+00:00,100,{'no'},True,0.01
66542,1499,ISIC_0046937.jpg,2021-02-03 14:20:49.372999+00:00,2021-02-03 14:20:51.267000+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046937.jpg,2021-02-05 03:29:02.052000+00:00,2021-02-05 03:29:04.130000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046937.jpg,2021-03-02 18:52:51.964000+00:00,2021-03-02 18:52:53.033000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046937.jpg,2021-03-02 22:02:13.181000+00:00,2021-03-02 22:02:13.865000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046969.jpg,2020-11-17 00:42:52.107000+00:00,2020-11-17 00:42:53.717999+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0046969.jpg,2020-12-30 17:03:03.569000+00:00,2020-12-30 17:03:06.055000+00:00,100,{'no'},True,0.01
66542,1499,ISIC_0046969.jpg,2021-02-03 14:28:53.542000+00:00,2021-02-03 14:28:56.357000+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046969.jpg,2021-02-05 03:42:37.694000+00:00,2021-02-05 03:42:46.849000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046969.jpg,2021-03-02 18:49:01.734000+00:00,2021-03-02 18:49:04.447000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046969.jpg,2021-03-02 22:05:11.454999+00:00,2021-03-02 22:05:11.997000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0047002.jpg,2020-11-17 00:46:11.375000+00:00,2020-11-17 00:46:14.647000+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0047002.jpg,2020-12-30 17:06:12.178999+00:00,2020-12-30 17:06:17.273000+00:00,100,{'yes'},True,0.01
66542,1499,ISIC_0047002.jpg,2021-02-03 14:31:25.089999+00:00,2021-02-03 14:31:26.280999+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0047002.jpg,2021-02-05 03:51:15.076000+00:00,2021-02-05 03:51:19.556000+00:00,100,{'yes'},True,0.01
50219,1499,ISIC_0047002.jpg,2021-03-02 18:52:38.999000+00:00,2021-03-02 18:52:42.494000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0047002.jpg,2021-03-02 22:06:34.387000+00:00,2021-03-02 22:06:36.417000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046932.jpg,2021-03-02 17:41:16.372999+00:00,2021-03-02 17:41:19.759000+00:00,100,{'yes'},True,0.01
49641,1499,ISIC_0046932.jpg,2021-03-02 21:55:24.675000+00:00,2021-03-02 21:55:26.283000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046955.jpg,2020-11-16 23:52:13.482000+00:00,2020-11-16 23:52:19.175000+00:00,100,{'yes'},True,0.01
54292,1499,ISIC_0046955.jpg,2020-12-30 14:33:07.749000+00:00,2020-12-30 14:33:10.974999+00:00,100,{'no'},True,0.01
66542,1499,ISIC_0046955.jpg,2021-02-03 14:20:36.456000+00:00,2021-02-03 14:20:41.740999+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046955.jpg,2021-02-05 03:29:05.329999+00:00,2021-02-05 03:29:22.417000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046955.jpg,2021-03-02 22:00:03.796999+00:00,2021-03-02 22:00:09.515000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046955.jpg,2021-03-03 04:50:21.811000+00:00,2021-03-03 04:50:28.368000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046967.jpg,2020-11-17 00:49:54.400000+00:00,2020-11-17 00:49:55.562000+00:00,100,{'yes'},True,0.01
54292,1499,ISIC_0046967.jpg,2021-01-07 18:15:12.951999+00:00,2021-01-07 18:15:13.854000+00:00,100,{'yes'},True,0.01
66597,1499,ISIC_0046967.jpg,2021-02-05 03:55:27.953000+00:00,2021-02-05 03:55:28.819000+00:00,100,{'yes'},True,0.01
50219,1499,ISIC_0046967.jpg,2021-03-02 17:48:45.046000+00:00,2021-03-02 17:48:46.308000+00:00,100,{'yes'},True,0.01
49641,1499,ISIC_0046967.jpg,2021-03-02 21:59:56.516000+00:00,2021-03-02 21:59:57.526000+00:00,100,{'yes'},True,0.01
49970,1499,ISIC_0046900.jpg,2020-11-16 23:52:58.421000+00:00,2020-11-16 23:53:03.132999+00:00,100,{'yes'},True,0.01
54292,1499,ISIC_0046900.jpg,2020-12-30 14:38:29.833000+00:00,2020-12-30 14:39:05.881000+00:00,100,{'yes'},True,0.01
66542,1499,ISIC_0046900.jpg,2021-02-03 14:20:19.966000+00:00,2021-02-03 14:20:25.602999+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046900.jpg,2021-02-05 03:28:49.503000+00:00,2021-02-05 03:29:00.023000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046900.jpg,2021-03-02 18:49:27.502000+00:00,2021-03-02 18:49:31.765000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046900.jpg,2021-03-02 22:08:04.204000+00:00,2021-03-02 22:08:05.619000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046922.jpg,2020-11-17 00:38:26.773000+00:00,2020-11-17 00:38:33.777000+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0046922.jpg,2020-12-30 14:42:02.927000+00:00,2020-12-30 14:42:07.836000+00:00,100,{'no'},True,0.01
66542,1499,ISIC_0046922.jpg,2021-02-03 14:24:23.309000+00:00,2021-02-03 14:24:26.907000+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046922.jpg,2021-02-05 03:35:17.254000+00:00,2021-02-05 03:35:38.734999+00:00,100,{'yes'},True,0.01
50219,1499,ISIC_0046922.jpg,2021-03-02 17:48:15.365000+00:00,2021-03-02 17:48:16.898000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046922.jpg,2021-03-02 22:02:34.704999+00:00,2021-03-02 22:02:35.940000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046918.jpg,2020-11-17 00:38:06.992000+00:00,2020-11-17 00:38:17.099000+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0046918.jpg,2020-12-30 14:41:09.484000+00:00,2020-12-30 14:41:19.563000+00:00,100,{'no'},True,0.01
66542,1499,ISIC_0046918.jpg,2021-02-03 14:22:46.253000+00:00,2021-02-03 14:22:51.073999+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046918.jpg,2021-02-05 03:31:01.744999+00:00,2021-02-05 03:31:11.180000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046918.jpg,2021-03-02 18:46:15.345000+00:00,2021-03-02 18:46:21.582000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046918.jpg,2021-03-02 22:07:55.882999+00:00,2021-03-02 22:07:56.602000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0047004.jpg,2020-11-17 00:52:02.813999+00:00,2020-11-17 00:52:05.112000+00:00,100,{'yes'},True,0.01
50219,1499,ISIC_0047004.jpg,2021-03-02 17:38:39.537000+00:00,2021-03-02 17:38:43.124000+00:00,100,{'yes'},True,0.01
49641,1499,ISIC_0047004.jpg,2021-03-02 21:57:12.500999+00:00,2021-03-02 21:57:16.852000+00:00,100,{'yes'},True,0.01
49970,1499,ISIC_0046965.jpg,2020-11-17 00:49:40+00:00,2020-11-17 00:49:43.313999+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0046965.jpg,2021-01-07 18:14:46.084000+00:00,2021-01-07 18:14:50.777000+00:00,100,{'yes'},True,0.01
66542,1499,ISIC_0046965.jpg,2021-02-03 14:35:11.319000+00:00,2021-02-03 14:35:16.661000+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046965.jpg,2021-02-05 03:54:48.644000+00:00,2021-02-05 03:54:49.585000+00:00,100,{'yes'},True,0.01
50219,1499,ISIC_0046965.jpg,2021-03-02 18:48:53.121000+00:00,2021-03-02 18:48:56.144000+00:00,100,{'no'},True,0.01
49641,1499,ISIC_0046965.jpg,2021-03-02 22:05:51.971999+00:00,2021-03-02 22:05:52.661000+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046985.jpg,2020-11-17 00:49:12.275000+00:00,2020-11-17 00:49:18.385000+00:00,100,{'no'},True,0.01
54292,1499,ISIC_0046985.jpg,2021-01-07 18:14:53.473000+00:00,2021-01-07 18:14:58.867000+00:00,100,{'yes'},True,0.01
66542,1499,ISIC_0046985.jpg,2021-02-03 14:35:01.186000+00:00,2021-02-03 14:35:03.253000+00:00,100,{'no'},True,0.01
66597,1499,ISIC_0046985.jpg,2021-02-05 03:55:05.459000+00:00,2021-02-05 03:55:07.038000+00:00,100,{'yes'},True,0.01
49641,1499,ISIC_0046985.jpg,2021-03-02 21:58:30.898000+00:00,2021-03-02 21:58:32.198000+00:00,100,{'no'},True,0.01
50219,1499,ISIC_0046985.jpg,2021-03-03 04:51:27.555000+00:00,2021-03-03 04:51:29.622999+00:00,100,{'no'},True,0.01
49970,1499,ISIC_0046971.jpg,2020-11-16 23:53:10.089000+00:00,2020-11-16 23:53:12.663000+00:00,100,{'yes'},True,0.01
54292,1499,ISIC_0046971.jpg,2020-12-30 14:35:32.447000+00:00,2020-12-30 14:35:34.750999+00:00,100,{'no'},True,0.01
