user_id,contest_id,origin,problem_appeared_at,response_submitted_at,score,chosen_answer,qualified,accuracy
49970,1497,ISIC_0047033.jpg,2020-08-31 18:48:05.619999+00:00,2020-08-31 18:48:26.530999+00:00,100,{'no'},True,0.0
49641,1497,ISIC_0047033.jpg,2020-10-09 18:14:29.037000+00:00,2020-10-09 18:14:30.848000+00:00,100,{'no'},True,0.01
50219,1497,ISIC_0047033.jpg,2020-11-02 17:14:46.561000+00:00,2020-11-02 17:14:48.187000+00:00,100,{'no'},True,0.92
54292,1497,ISIC_0047033.jpg,2021-01-07 20:48:24.292000+00:00,2021-01-07 20:48:26.769000+00:00,100,{'no'},True,0.01
66542,1497,ISIC_0047033.jpg,2021-02-02 15:36:28.819000+00:00,2021-02-02 15:36:32.490999+00:00,100,{'yes'},True,0.01
66597,1497,ISIC_0047033.jpg,2021-02-07 02:04:26.078000+00:00,2021-02-07 02:04:30.691999+00:00,100,{'yes'},True,0.01
49970,1497,ISIC_0046937.jpg,2020-09-04 14:11:41.923000+00:00,2020-09-04 14:11:45.770999+00:00,100,{'no'},True,0.86
49641,1497,ISIC_0046937.jpg,2020-10-09 18:11:42.783000+00:00,2020-10-09 18:11:44.652000+00:00,100,{'no'},True,0.01
50219,1497,ISIC_0046937.jpg,2020-11-02 17:19:48.658999+00:00,2020-11-02 17:19:51.089999+00:00,100,{'no'},True,0.92
54292,1497,ISIC_0046937.jpg,2021-01-07 20:43:41.609999+00:00,2021-01-07 20:43:45.165000+00:00,100,{'no'},True,0.01
66542,1497,ISIC_0046937.jpg,2021-02-02 15:29:53.790000+00:00,2021-02-02 15:29:59.652000+00:00,100,{'no'},True,0.01
66597,1497,ISIC_0046937.jpg,2021-02-07 01:54:01.038000+00:00,2021-02-07 01:54:45.956000+00:00,100,{'no'},True,0.01
49970,1497,ISIC_0046969.jpg,2020-09-04 14:14:54.005000+00:00,2020-09-04 14:14:57.334000+00:00,100,{'no'},True,0.89
49970,1497,ISIC_0046969.jpg,2020-09-04 14:47:46.453000+00:00,2020-09-04 14:47:48.750000+00:00,100,{'no'},True,0.89
50219,1497,ISIC_0046969.jpg,2020-09-04 15:13:50.342000+00:00,2020-09-04 15:13:51.971999+00:00,100,{'no'},True,1.0
54292,1497,ISIC_0046969.jpg,2021-01-07 21:02:50.342000+00:00,2021-01-07 21:02:53.372000+00:00,100,{'no'},True,0.01
54292,1497,ISIC_0046969.jpg,2021-01-07 21:03:14.389000+00:00,2021-01-07 21:05:11.107000+00:00,100,{'no'},True,0.01
66542,1497,ISIC_0046969.jpg,2021-02-02 15:46:34.673000+00:00,2021-02-02 15:46:37.644000+00:00,100,{'no'},True,0.01
66597,1497,ISIC_0046969.jpg,2021-02-07 02:25:19.306000+00:00,2021-02-07 02:25:23.563999+00:00,100,{'no'},True,0.01
49970,1497,ISIC_0047002.jpg,2020-08-31 18:54:11.188000+00:00,2020-08-31 18:54:20.833000+00:00,100,{'no'},True,0.78
50219,1497,ISIC_0047002.jpg,2020-09-04 15:14:30.882999+00:00,2020-09-04 15:14:32.303000+00:00,100,{'no'},True,0.93
